PLAYER,TEAM,YEAR,GP,W,L,MIN,DIST. FEET,DIST. MILES,DIST. MILES OFF,DIST. MILES DEF,AVG SPEED,AVG SPEED OFF,AVG SPEED DEF
Sam Merrill,CLE,2023,5,4,1,11.7,4874,0.92,0.5,0.42,4.34,4.87,3.85
Sandro Mamukelashvili,SAS,2023,41,22,19,14.9,6293,1.19,0.67,0.53,4.45,4.79,4.09
Santi Aldama,MEM,2023,77,47,30,21.8,9062.8,1.72,0.91,0.81,4.39,4.66,4.13
Scottie Barnes,TOR,2023,77,38,39,34.8,13943.2,2.64,1.41,1.23,4.25,4.58,3.92
Scotty Pippen Jr.,LAL,2023,6,1,5,5.3,2216.3,0.42,0.22,0.2,4.32,4.71,3.96
Serge Ibaka,MIL,2023,16,11,5,11.6,4277.7,0.81,0.45,0.36,3.9,4.03,3.69
Seth Curry,BKN,2023,61,37,24,19.9,7452,1.41,0.76,0.65,3.97,4.26,3.68
Shaedon Sharpe,POR,2023,80,32,48,22.2,8844.6,1.68,0.89,0.79,4.21,4.38,4.03
Shai Gilgeous-Alexander,OKC,2023,68,33,35,35.5,13400,2.54,1.37,1.16,3.99,4.49,3.53
Shake Milton,PHI,2023,76,52,24,20.6,8028.2,1.52,0.82,0.7,4.11,4.41,3.8
Shaquille Harrison,LAL,2023,4,1,3,23.9,10409.5,1.97,1.08,0.89,4.59,4.95,4.23
Simone Fontecchio,UTA,2023,52,25,27,14.7,6167.8,1.17,0.65,0.51,4.39,4.94,3.85
Skylar Mays,POR,2023,5,1,4,33.3,12713.8,2.41,1.32,1.09,4.09,4.48,3.69
Spencer Dinwiddie,BKN,2023,79,41,38,34.5,12441.3,2.36,1.33,1.03,3.84,4.23,3.43
Stanley Johnson,SAS,2023,29,5,24,15.8,6563.2,1.24,0.67,0.58,4.35,4.81,3.94
Stanley Umude,DET,2023,1,0,1,2.1,932,0.18,0.08,0.09,4.66,6.81,3.54
Stephen Curry,GSW,2023,55,29,26,34.9,13830.3,2.62,1.48,1.14,4.22,4.91,3.57
Sterling Brown,LAL,2023,4,2,2,6.1,2630.8,0.5,0.26,0.24,4.45,4.38,4.54
Steven Adams,MEM,2023,42,28,14,27,10210.8,1.93,1.01,0.92,4.02,4.19,3.85
Svi Mykhailiuk,CHA,2023,32,16,16,14.6,5923.2,1.12,0.6,0.52,4.27,4.61,3.94
T.J. McConnell,IND,2023,75,31,44,20.4,8888.5,1.68,0.9,0.78,4.6,5.02,4.2
T.J. Warren,PHX,2023,42,26,16,16.4,6560.9,1.24,0.64,0.6,4.24,4.35,4.13
Taj Gibson,WAS,2023,49,21,28,9.8,3755.2,0.71,0.38,0.33,4.02,4.13,3.91
Talen Horton-Tucker,UTA,2023,65,30,35,20.2,7736.2,1.47,0.82,0.65,4.04,4.5,3.58
Tari Eason,HOU,2023,82,22,60,21.6,8524.9,1.61,0.87,0.75,4.18,4.38,3.96
Taurean Prince,MIN,2023,53,30,23,22,8569.4,1.62,0.85,0.77,4.09,4.38,3.82
Terance Mann,LAC,2023,81,44,37,23.1,9300.1,1.76,0.93,0.83,4.25,4.42,4.08
Terence Davis,SAC,2023,64,38,26,13.1,5468.9,1.04,0.54,0.5,4.4,4.76,4.07
Terrence Ross,PHX,2023,63,27,36,21.1,8322.5,1.58,0.86,0.72,4.19,4.5,3.86
Terry Rozier,CHA,2023,63,19,44,35.3,14298.6,2.71,1.5,1.21,4.33,4.79,3.87
Terry Taylor,CHI,2023,31,13,18,8.5,3537.6,0.67,0.35,0.32,4.37,4.8,3.98
Thaddeus Young,TOR,2023,54,23,31,14.7,5784.1,1.1,0.59,0.51,4.15,4.34,3.94
Thanasis Antetokounmpo,MIL,2023,37,25,12,5.6,2253.1,0.43,0.23,0.2,4.23,4.3,4.16
Theo Maledon,CHA,2023,44,14,30,19.4,8028.1,1.52,0.84,0.68,4.36,4.8,3.91
Theo Pinson,DAL,2023,40,19,21,8.1,3203.8,0.61,0.32,0.28,4.16,4.44,3.88
Thomas Bryant,DEN,2023,59,33,26,18.3,7003.9,1.33,0.71,0.62,4.09,4.38,3.8
Tim Hardaway Jr.,DAL,2023,71,37,34,30.3,11220,2.12,1.16,0.97,3.94,4.18,3.67
Tobias Harris,PHI,2023,74,47,27,32.9,12291.8,2.33,1.24,1.09,3.98,4.14,3.81
Tony Bradley,CHI,2023,11,4,7,2.9,1232.5,0.23,0.12,0.12,4.35,4.68,4.07
Torrey Craig,PHX,2023,79,44,35,24.7,10345.8,1.96,1.04,0.92,4.46,4.7,4.22
Trae Young,ATL,2023,73,38,35,34.8,13130,2.49,1.37,1.12,3.99,4.46,3.53
Tre Jones,SAS,2023,65,19,46,29.1,12289.9,2.33,1.27,1.05,4.49,4.92,4.05
Tre Mann,OKC,2023,67,31,36,17.7,7155.5,1.36,0.73,0.62,4.3,4.65,3.95
Trendon Watford,POR,2023,61,26,35,19.1,7293.8,1.38,0.76,0.62,4.05,4.35,3.72
Trent Forrest,ATL,2023,23,9,14,12,4772,0.9,0.48,0.43,4.18,4.4,3.96
Trevelin Queen,IND,2023,7,2,5,10,4149.6,0.79,0.43,0.36,4.4,5.01,3.83
Trevor Hudgins,HOU,2023,5,0,5,5.7,2196.6,0.42,0.23,0.19,4.07,4.39,3.76
Trevor Keels,NYK,2023,3,3,0,2.7,995,0.19,0.11,0.08,4.08,3.75,2.98
Trey Lyles,SAC,2023,74,43,31,16.9,6970.3,1.32,0.69,0.63,4.34,4.68,4.01
Trey Murphy III,NOP,2023,79,39,40,31,12216.3,2.31,1.19,1.12,4.19,4.38,4.02
Troy Brown Jr.,LAL,2023,76,40,36,24.5,9895.1,1.87,0.98,0.89,4.32,4.55,4.09
Ty Jerome,GSW,2023,45,22,23,18.1,7012.1,1.33,0.76,0.57,4.08,4.59,3.55
TyTy Washington Jr.,HOU,2023,31,6,25,14,5237.4,0.99,0.54,0.45,3.98,4.3,3.63
Tyler Dorsey,DAL,2023,3,2,1,2.8,909.3,0.17,0.09,0.08,3.35,3.97,2.72
Tyler Herro,MIA,2023,67,37,30,34.9,13990.9,2.65,1.45,1.2,4.27,4.63,3.9
Tyrese Haliburton,IND,2023,56,28,28,33.6,13544,2.57,1.43,1.13,4.28,4.91,3.68
Tyrese Martin,ATL,2023,16,10,6,4.1,1652.8,0.31,0.17,0.15,4.21,4.49,3.93
Tyrese Maxey,PHI,2023,60,39,21,33.6,13598.9,2.58,1.4,1.17,4.31,4.58,4.03
Tyus Jones,MEM,2023,80,51,29,24.2,9876.3,1.87,1.02,0.86,4.31,4.7,3.93
Udoka Azubuike,UTA,2023,36,17,19,10,3713.5,0.7,0.37,0.34,3.92,4.11,3.74
Udonis Haslem,MIA,2023,7,4,3,10.3,3718.3,0.7,0.37,0.34,3.78,3.97,3.73
Usman Garuba,HOU,2023,75,21,54,12.9,4969.8,0.94,0.49,0.45,4.04,4.13,3.94
Vernon Carey Jr.,UTA,2023,11,8,3,2.6,1029.6,0.2,0.11,0.08,4,4.1,3.87
Victor Oladipo,MIA,2023,42,23,19,26.3,9871.1,1.87,1.02,0.85,3.95,4.26,3.62
Vince Williams Jr.,MEM,2023,15,7,8,7,2875.9,0.54,0.28,0.27,4.36,4.43,4.19
Vit Krejci,ATL,2023,29,15,14,5.7,2254.2,0.43,0.23,0.2,4.13,4.49,3.78
Vlatko Cancar,DEN,2023,60,38,22,14.8,5588.2,1.06,0.58,0.48,3.99,4.26,3.7
Walker Kessler,UTA,2023,74,34,40,23,9319.7,1.77,0.95,0.81,4.28,4.54,4.02
Wendell Carter Jr.,ORL,2023,57,26,31,29.6,10757.3,2.04,1.08,0.96,3.86,4.17,3.56
Wendell Moore Jr.,MIN,2023,28,15,13,5.3,2365.5,0.45,0.24,0.21,4.66,5.2,4.21
Wenyen Gabriel,LAL,2023,68,37,31,15.1,6106.5,1.16,0.63,0.53,4.31,4.72,3.9
Wesley Matthews,MIL,2023,52,37,15,15.8,6406.9,1.21,0.66,0.56,4.27,4.6,3.92
Will Barton,TOR,2023,56,27,29,17.7,6913.8,1.31,0.71,0.6,4.12,4.43,3.8
Willy Hernangomez,NOP,2023,38,23,15,12,4839.5,0.92,0.49,0.43,4.24,4.5,3.98
Xavier Cooks,WAS,2023,10,2,8,12.6,5162.3,0.98,0.52,0.45,4.31,4.65,3.89
Xavier Moon,LAC,2023,4,2,2,4.9,1910.8,0.36,0.2,0.16,3.92,4.42,3.41
Xavier Sneed,CHA,2023,4,0,4,12.1,5097.3,0.97,0.51,0.46,4.42,4.87,3.82
Xavier Tillman,MEM,2023,61,40,21,19.4,7816.6,1.48,0.77,0.71,4.29,4.56,4.04
Yuta Watanabe,BKN,2023,58,30,28,16,6401.6,1.21,0.64,0.57,4.25,4.52,3.98
Zach Collins,SAS,2023,61,19,42,22.9,8779.4,1.66,0.9,0.77,4.05,4.39,3.71
Zach LaVine,CHI,2023,76,37,39,36,13892.7,2.63,1.41,1.22,4.11,4.53,3.72
Zeke Nnaji,DEN,2023,52,34,18,14,5437.5,1.03,0.55,0.48,4.11,4.28,3.92
Ziaire Williams,MEM,2023,37,21,16,15.2,6061.3,1.15,0.57,0.57,4.22,4.37,4.08
Zion Williamson,NOP,2023,29,17,12,33,13026.6,2.47,1.34,1.12,4.19,4.67,3.74
Aaron Gordon,DEN,2022,75,46,29,31.7,11717,2.22,1.18,1.04,4,4.19,3.81
Aaron Henry,PHI,2022,6,6,0,2.8,1203.2,0.23,0.12,0.11,4.39,4.23,3.91
Aaron Holiday,PHX,2022,63,34,29,16.2,6371.2,1.21,0.64,0.57,4.28,4.48,4.09
Aaron Nesmith,BOS,2022,52,32,20,11,4439.1,0.84,0.44,0.4,4.34,4.58,4.12
Aaron Wiggins,OKC,2022,50,13,37,24.2,10189.7,1.93,1.01,0.92,4.59,4.96,4.24
Abdel Nader,PHX,2022,14,11,3,10.4,4351.3,0.82,0.42,0.4,4.45,4.63,4.27
Ade Murkey,SAC,2022,1,0,1,1.5,410,0.08,0.04,0.04,3.84,0,0
Admiral Schofield,ORL,2022,38,10,28,12.3,5012.9,0.95,0.51,0.44,4.32,4.56,4.08
Ahmad Caver,IND,2022,1,0,1,0.8,346,0.07,0.03,0.04,5.36,0,0
Al Horford,BOS,2022,68,46,22,29,10608.1,2.01,1.08,0.93,3.95,4.24,3.67
Alec Burks,NYK,2022,80,36,44,28.5,10871.5,2.06,1.08,0.97,4.05,4.19,3.9
Aleem Ford,ORL,2022,5,2,3,14.7,5962.2,1.13,0.59,0.53,4.29,4.58,4.14
Aleksej Pokusevski,OKC,2022,61,19,42,20.2,8127.1,1.54,0.86,0.68,4.36,4.91,3.82
Alex Caruso,CHI,2022,41,24,17,28,11205,2.12,1.12,1,4.23,4.53,3.94
Alex Len,SAC,2022,39,17,22,15.9,6101,1.16,0.6,0.55,4.11,4.47,3.78
Alfonzo McKinnie,CHI,2022,17,8,9,12.1,4953.5,0.94,0.49,0.45,4.34,4.57,4.12
Alize Johnson,NOP,2022,23,14,9,7.3,2964.2,0.56,0.29,0.27,4.29,4.47,4.1
Alperen Sengun,HOU,2022,72,18,54,20.7,7622.4,1.44,0.75,0.7,3.9,3.94,3.86
Amir Coffey,LAC,2022,68,33,35,22.6,8570.3,1.62,0.85,0.77,4.01,4.17,3.85
Andre Drummond,BKN,2022,73,42,31,19.7,7109.6,1.35,0.69,0.65,3.91,3.98,3.84
Andre Iguodala,GSW,2022,30,20,10,19.4,7300.4,1.38,0.73,0.65,3.99,4.27,3.71
Andrew Wiggins,GSW,2022,72,47,25,31.9,12167.5,2.3,1.22,1.08,4.06,4.4,3.74
Anfernee Simons,POR,2022,57,25,32,29.5,11715.7,2.22,1.21,1.01,4.21,4.54,3.88
Anthony Davis,LAL,2022,40,17,23,35.1,12273.6,2.32,1.19,1.13,3.73,3.85,3.61
Anthony Edwards,MIN,2022,72,39,33,34.3,12588.3,2.38,1.28,1.11,3.95,4.27,3.63
Anthony Gill,WAS,2022,44,15,29,10.5,4312.8,0.82,0.44,0.37,4.3,4.64,3.98
Anthony Lamb,HOU,2022,2,0,2,3.8,1862.5,0.35,0.19,0.16,5,5.83,4.2
Armoni Brooks,TOR,2022,54,20,34,15.6,6394.8,1.21,0.67,0.54,4.36,4.75,3.96
Arnoldas Kulboka,CHA,2022,2,2,0,2.6,1120.5,0.21,0.12,0.09,4.15,4.13,4.18
Austin Reaves,LAL,2022,61,28,33,23.2,9434.8,1.79,0.94,0.85,4.3,4.48,4.12
Austin Rivers,DEN,2022,67,41,26,22.1,8282.3,1.57,0.82,0.75,4.04,4.16,3.92
Avery Bradley,LAL,2022,62,27,35,22.7,9039.8,1.71,0.87,0.84,4.26,4.33,4.2
Ayo Dosunmu,CHI,2022,77,42,35,27.4,10688.9,2.02,1.05,0.98,4.22,4.38,4.06
BJ Johnson,ORL,2022,4,2,2,16.1,6593.5,1.25,0.69,0.56,4.38,4.74,4
Bam Adebayo,MIA,2022,56,36,20,32.6,12445.1,2.36,1.27,1.09,4.05,4.4,3.72
Ben McLemore,POR,2022,64,20,44,20.1,8251.2,1.56,0.84,0.72,4.33,4.64,4.02
Bismack Biyombo,PHX,2022,35,29,6,14.1,5460.4,1.03,0.55,0.49,4.11,4.31,3.89
Blake Griffin,BKN,2022,56,29,27,17.1,6106.6,1.16,0.61,0.55,3.83,4,3.66
Boban Marjanovic,DAL,2022,23,15,8,5.6,2067.3,0.39,0.2,0.19,3.96,4.05,3.88
Bobby Portis,MIL,2022,72,46,26,28.2,11116.7,2.11,1.08,1.02,4.22,4.57,3.91
Bogdan Bogdanovic,ATL,2022,63,33,30,29.3,11379.4,2.16,1.18,0.97,4.2,4.65,3.75
Bojan Bogdanovic,UTA,2022,69,45,24,30.9,11935.9,2.26,1.21,1.05,4.1,4.39,3.81
Bol Bol,ORL,2022,14,5,9,5.8,2088.4,0.4,0.21,0.18,4.15,4.46,3.99
Bones Hyland,DEN,2022,69,41,28,19,7503.9,1.42,0.79,0.63,4.24,4.66,3.82
Brad Wanamaker,WAS,2022,23,10,13,13.9,5436.1,1.03,0.56,0.47,4.14,4.55,3.73
Bradley Beal,WAS,2022,40,17,23,36,13980.1,2.65,1.49,1.16,4.13,4.51,3.74
Brandon Boston Jr.,LAC,2022,50,26,24,14.8,5824.9,1.1,0.57,0.53,4.17,4.39,3.95
Brandon Clarke,MEM,2022,63,43,20,19.4,8003.8,1.52,0.8,0.71,4.41,4.72,4.11
Brandon Goodwin,CLE,2022,36,19,17,13.9,5723.8,1.08,0.6,0.48,4.34,4.68,3.98
Brandon Ingram,NOP,2022,54,28,26,34,12567.3,2.38,1.34,1.04,3.94,4.41,3.46
Brandon Knight,DAL,2022,5,2,3,12.9,5233.2,0.99,0.57,0.42,4.3,4.82,3.6
Brandon Williams,POR,2022,24,2,22,26.6,10944,2.07,1.13,0.94,4.35,4.75,3.94
Braxton Key,DET,2022,11,5,6,17.9,7424.6,1.41,0.74,0.66,4.39,4.72,4.06
Brodric Thomas,BOS,2022,12,8,4,5,1904.7,0.36,0.19,0.17,4.33,4.55,4.3
Brook Lopez,MIL,2022,13,10,3,22.9,8629.8,1.63,0.86,0.77,4.04,4.33,3.76
Bruce Brown,BKN,2022,72,37,35,24.6,9729.1,1.84,0.98,0.87,4.27,4.54,4
Bruno Fernando,HOU,2022,30,15,15,5.1,1983,0.38,0.21,0.17,4.06,4.33,3.77
Bryn Forbes,DEN,2022,75,36,39,17.1,6845.3,1.3,0.72,0.57,4.29,4.77,3.81
Buddy Hield,IND,2022,80,25,55,30.9,12685.4,2.4,1.29,1.11,4.36,4.75,3.99
CJ Elleby,POR,2022,58,17,41,20.3,8269.3,1.57,0.83,0.74,4.33,4.6,4.08
CJ McCollum,NOP,2022,62,28,34,34.6,13610.5,2.58,1.43,1.14,4.19,4.68,3.71
CJ Miles,BOS,2022,1,1,0,1.9,738,0.14,0.08,0.06,2.65,4.66,6.16
Cade Cunningham,DET,2022,63,20,43,32.6,13149.1,2.49,1.4,1.09,4.28,4.83,3.73
Caleb Martin,MIA,2022,60,37,23,22.9,9860.6,1.87,0.98,0.89,4.56,4.81,4.32
Cam Reddish,NYK,2022,49,20,29,20.7,8339.9,1.58,0.83,0.75,4.27,4.47,4.08
Cam Thomas,BKN,2022,67,32,35,17.6,6740.3,1.28,0.69,0.59,4.17,4.5,3.84
Cameron Johnson,PHX,2022,65,49,16,26.1,10277.8,1.95,1.06,0.88,4.25,4.75,3.79
Cameron McGriff,POR,2022,3,0,3,15.3,6475.3,1.23,0.66,0.57,4.41,4.8,4.04
Cameron Oliver,ATL,2022,2,1,1,21.6,8589,1.63,0.86,0.76,4.26,4.58,3.71
Cameron Payne,PHX,2022,57,45,12,22.1,8752.6,1.66,0.91,0.75,4.2,4.7,3.73
Caris LeVert,CLE,2022,58,23,35,30.7,11923.9,2.26,1.25,1,4.13,4.57,3.68
Carlik Jones,DEN,2022,5,3,2,4.7,1888,0.36,0.19,0.17,4.26,4.4,4.13
Carmelo Anthony,LAL,2022,69,27,42,26,9217.5,1.75,0.91,0.84,3.75,3.91,3.58
Carsen Edwards,DET,2022,4,1,3,19.8,7432.3,1.41,0.75,0.65,3.99,4.29,3.69
Cassius Stanley,DET,2022,9,3,6,17.2,7323.2,1.39,0.74,0.65,4.47,4.67,4.2
Cassius Winston,WAS,2022,7,1,6,5.6,1959.9,0.37,0.22,0.15,4.39,5.06,3.73
Cat Barber,ATL,2022,3,0,3,4.3,1761.7,0.33,0.17,0.16,4.26,4.47,4.06
Cedi Osman,CLE,2022,66,37,29,22.1,8672.6,1.64,0.89,0.75,4.14,4.34,3.93
Chandler Hutchison,PHX,2022,6,4,2,3.7,1438,0.27,0.16,0.11,4.35,4.76,3.93
Charles Bassey,PHI,2022,23,11,12,7.3,2862.7,0.54,0.29,0.25,4.17,4.36,3.97
Charlie Brown Jr.,PHI,2022,22,16,6,8.1,3650,0.69,0.36,0.33,4.81,4.92,4.68
Chaundee Brown Jr.,ATL,2022,5,1,4,20.7,8101.6,1.53,0.78,0.76,4.21,4.59,3.87
Cheick Diallo,DET,2022,3,0,3,10.2,4335.7,0.82,0.44,0.38,4.53,4.53,4.15
Chimezie Metu,SAC,2022,59,22,37,21.6,8408.2,1.59,0.85,0.74,4.14,4.54,3.75
Chris Boucher,TOR,2022,80,48,32,21.1,8382.8,1.59,0.84,0.75,4.2,4.39,4.01
Chris Chiozza,GSW,2022,33,21,12,11.2,4454.2,0.84,0.46,0.39,4.22,4.56,3.87
Chris Duarte,IND,2022,55,21,34,28,11776.1,2.23,1.2,1.03,4.48,4.8,4.14
Chris Paul,PHX,2022,64,52,12,32.9,11239.7,2.13,1.17,0.96,3.65,4.11,3.21
Chris Silva,MIA,2022,10,7,3,9.1,3780.7,0.72,0.38,0.33,4.37,4.47,4.14
Christian Wood,HOU,2022,68,19,49,30.8,11281.1,2.14,1.15,0.99,3.89,4.12,3.66
Chuma Okeke,ORL,2022,70,21,49,25,10059.6,1.91,1.02,0.88,4.29,4.61,3.97
Clint Capela,ATL,2022,74,40,34,27.6,10197,1.93,1.01,0.92,4,4.22,3.79
Coby White,CHI,2022,61,32,29,27.5,10418.4,1.97,1.05,0.92,4.07,4.3,3.83
Cody Martin,CHA,2022,70,41,29,26.4,11130.3,2.11,1.13,0.98,4.48,4.86,4.11
Cody Zeller,POR,2022,27,13,14,13.1,5490.6,1.04,0.56,0.48,4.41,4.72,4.09
Cole Anthony,ORL,2022,65,18,47,31.7,12833.2,2.43,1.36,1.08,4.32,4.85,3.8
Collin Sexton,CLE,2022,11,7,4,28.8,10676.3,2.02,1.13,0.89,4.04,4.35,3.74
Corey Kispert,WAS,2022,77,31,46,23.4,9748.9,1.85,1.03,0.82,4.44,4.88,3.99
Cory Joseph,DET,2022,65,19,46,24.6,10285.7,1.95,1.05,0.89,4.43,4.76,4.1
Craig Sword,WAS,2022,3,1,2,6.3,2309.3,0.44,0.21,0.23,3.88,3.85,3.89
D'Angelo Russell,MIN,2022,65,39,26,31.9,11799.1,2.23,1.22,1.01,3.99,4.42,3.56
D.J. Augustin,LAL,2022,55,15,40,16.1,6179.4,1.17,0.65,0.52,4.1,4.44,3.73
D.J. Wilson,TOR,2022,4,2,2,13.5,5481,1.04,0.55,0.49,4.44,5,3.96
DaQuan Jeffries,MEM,2022,2,2,0,2.2,816,0.15,0.1,0.06,3.7,3.63,3.86
Daishen Nix,HOU,2022,24,3,21,10.9,4328.8,0.82,0.43,0.39,4.21,4.5,3.94
Dakota Mathias,MEM,2022,5,4,1,2.6,987.4,0.19,0.11,0.08,3.81,3.77,3.86
Dalano Banton,TOR,2022,64,37,27,10.9,4741.3,0.9,0.48,0.42,4.66,5.01,4.32
Damian Jones,SAC,2022,55,18,37,18.4,6969.4,1.32,0.68,0.64,4.06,4.27,3.86
Damian Lillard,POR,2022,29,12,17,36.4,13506.2,2.56,1.44,1.12,3.95,4.46,3.46
Damion Lee,GSW,2022,62,41,21,19.8,8283.9,1.57,0.86,0.71,4.44,4.88,3.99
Damyean Dotson,NYK,2022,2,1,1,10.3,4000.5,0.76,0.45,0.31,4.11,4.47,3.67
Daniel Gafford,WAS,2022,72,30,42,20.1,7863,1.49,0.79,0.7,4.19,4.37,4.01
Daniel Oturu,TOR,2022,3,1,2,9.1,3498.7,0.66,0.34,0.32,4.07,4.35,3.83
Daniel Theis,BOS,2022,47,20,27,20.8,7741.7,1.47,0.76,0.7,3.99,4.15,3.82
Danilo Gallinari,ATL,2022,66,35,31,25.3,9094.2,1.72,0.96,0.76,3.88,4.23,3.52
Danny Green,PHI,2022,62,37,25,21.8,9037.8,1.71,0.89,0.82,4.41,4.56,4.25
Danuel House Jr.,UTA,2022,42,18,24,17.3,7057.7,1.34,0.71,0.63,4.29,4.44,4.15
Darius Bazley,OKC,2022,69,19,50,27.9,11070.6,2.1,1.13,0.96,4.29,4.65,3.93
Darius Garland,CLE,2022,68,37,31,35.7,14056.3,2.66,1.53,1.13,4.19,4.69,3.66
Darren Collison,LAL,2022,3,1,2,12.4,5148.3,0.98,0.5,0.48,4.33,4.17,4.51
David Duke Jr.,BKN,2022,22,10,12,15.5,6238.1,1.18,0.6,0.58,4.38,4.59,4.2
David Johnson,TOR,2022,2,2,0,1,453.5,0.09,0.05,0.04,5.18,3.84,7.9
David Nwaba,HOU,2022,46,6,40,13.2,5441.8,1.03,0.55,0.48,4.35,4.7,4
Davion Mitchell,SAC,2022,74,27,47,27.7,10870.7,2.06,1.08,0.97,4.23,4.54,3.92
Davis Bertans,DAL,2022,56,32,24,14.4,5906.9,1.12,0.63,0.49,4.35,4.89,3.81
Davon Reed,DEN,2022,48,29,19,13.9,5651.8,1.07,0.58,0.49,4.29,4.62,3.96
Day'Ron Sharpe,BKN,2022,32,12,20,12.2,4759.4,0.9,0.47,0.43,4.22,4.5,3.98
De'Aaron Fox,SAC,2022,58,21,37,35.4,13587.3,2.57,1.37,1.2,4.15,4.58,3.74
De'Andre Hunter,ATL,2022,53,28,25,29.8,11333.3,2.15,1.15,1,4.08,4.39,3.78
De'Anthony Melton,MEM,2022,72,48,24,22.7,8963.1,1.7,0.91,0.79,4.2,4.49,3.91
DeAndre Jordan,PHI,2022,48,26,22,13,4708.4,0.89,0.47,0.42,3.89,4,3.78
DeAndre' Bembry,MIL,2022,56,31,25,18.3,7174.2,1.36,0.68,0.68,4.17,4.24,4.1
DeJon Jarreau,IND,2022,1,0,1,0.9,486,0.09,0.04,0.05,5.16,0,9.15
DeMar DeRozan,CHI,2022,76,43,33,36.1,13142.4,2.49,1.38,1.11,3.93,4.37,3.5
DeMarcus Cousins,DEN,2022,48,33,15,14.9,5322.9,1.01,0.53,0.48,3.78,3.86,3.67
Dean Wade,CLE,2022,51,27,24,19.2,7729.8,1.46,0.79,0.68,4.28,4.44,4.11
Deandre Ayton,PHX,2022,58,46,12,29.5,10672.1,2.02,1.06,0.96,3.94,4.27,3.63
Deividas Sirvydis,DET,2022,3,1,2,8.9,3892.3,0.74,0.37,0.37,4.58,4.48,4.68
Dejounte Murray,SAS,2022,68,30,38,34.8,14518,2.75,1.52,1.23,4.45,5.07,3.87
Delon Wright,ATL,2022,77,42,35,18.9,7551.3,1.43,0.77,0.66,4.28,4.51,4.04
Deni Avdija,WAS,2022,82,35,47,24.2,9644.9,1.83,0.99,0.83,4.21,4.5,3.91
Dennis Schroder,HOU,2022,63,32,31,28.7,11333.3,2.15,1.14,1,4.16,4.4,3.93
Dennis Smith Jr.,POR,2022,37,15,22,17.3,6805,1.29,0.68,0.61,4.15,4.4,3.9
Denzel Valentine,UTA,2022,24,14,10,9.3,3578.1,0.68,0.37,0.31,4.09,4.21,3.95
Derrick Favors,OKC,2022,39,15,24,16.7,6157.5,1.17,0.62,0.54,4.07,4.33,3.8
